;(flair-tagged) sentence;;spaCy - flair;;stanza - flair;;stanza - spaCy
218;['The_DET', 'fog_NOUN', 'and_CCONJ', 'frost_NOUN', 'so_ADV', 'hung_VERB', 'about_ADP', 'the_DET', 'black_ADJ', 'old_ADJ', 'gateway_NOUN', 'of_ADP', 'the_DET', 'house_NOUN', ',_PUNCT', 'that_ADP', 'it_PRON', 'seemed_VERB', 'as_ADP', 'if_ADP', 'the_DET', 'Genius_PROPN', 'of_ADP', 'the_DET', 'Weather_PROPN', 'sat_VERB', 'in_ADP', 'mournful_ADJ', 'meditation_NOUN', 'on_ADP', 'the_DET', 'threshold_NOUN', '._PUNCT'];33;{'if_SCONJ', 'that_SCONJ', 'as_SCONJ'};33;{'if_SCONJ', 'that_SCONJ', 'as_SCONJ'};33;
219;['Now_INTJ', ',_PUNCT', 'it_PRON', 'is_VERB', 'a_DET', 'fact_NOUN', 'that_ADP', 'there_PRON', 'was_VERB', 'nothing_NOUN', 'at_ADV', 'all_ADV', 'particular_ADJ', 'about_ADP', 'the_DET', 'knocker_NOUN', 'on_ADP', 'the_DET', 'door_NOUN', ',_PUNCT', 'except_ADP', 'that_ADP', 'it_PRON', 'was_VERB', 'very_ADV', 'large_ADJ', '._PUNCT'];27;{'was_AUX', 'is_AUX', 'Now_ADV', 'nothing_PRON', 'that_SCONJ', 'except_SCONJ'};27;{'was_AUX', 'is_AUX', 'Now_ADV', 'nothing_PRON', 'that_SCONJ'};27;{'except_SCONJ'}
220;"['It_PRON', 'is_VERB', 'also_ADV', 'a_DET', 'fact_NOUN', 'that_ADP', 'Scrooge_PROPN', 'had_VERB', 'seen_VERB', 'it_PRON', ',_PUNCT', 'night_NOUN', 'and_CCONJ', 'morning_NOUN', ',_PUNCT', 'during_ADP', 'his_PRON', 'whole_ADJ', 'residence_NOUN', 'in_ADP', 'that_DET', 'place_NOUN', ';_PUNCT', 'also_ADV', 'that_ADP', 'Scrooge_PROPN', 'had_VERB', 'as_ADV', 'little_ADJ', 'of_ADP', 'what_PRON', 'is_VERB', 'called_VERB', 'fancy_ADJ', 'about_ADP', 'him_PRON', 'as_ADP', 'any_DET', 'man_NOUN', 'in_ADP', 'the_DET', 'City_PROPN', 'of_ADP', 'London_PROPN', ',_PUNCT', 'even_ADV', 'including_VERB', '--_PUNCT', 'which_PRON', 'is_VERB', 'a_DET', 'bold_ADJ', 'word_NOUN', '--_PUNCT', 'the_DET', 'corporation_NOUN', ',_PUNCT', 'aldermen_NOUN', ',_PUNCT', 'and_CCONJ', 'livery_NOUN', '._PUNCT']";62;{'his_DET', 'as_SCONJ', 'is_AUX', 'which_DET', 'had_AUX', 'that_SCONJ'};62;{'is_AUX', 'had_AUX', 'that_SCONJ', 'of_SCONJ'};62;{'which_DET', 'his_DET', 'as_SCONJ'}
221;"['Let_VERB', 'it_PRON', 'also_ADV', 'be_VERB', 'borne_ADJ', 'in_ADP', 'mind_NOUN', 'that_ADP', 'Scrooge_PROPN', 'had_VERB', 'not_ADV', 'bestowed_VERB', 'one_NUM', 'thought_NOUN', 'on_ADP', 'Marley_PROPN', 'since_ADP', 'his_PRON', 'last_ADJ', 'mention_NOUN', 'of_ADP', 'his_PRON', 'seven-years_NOUN', ""'-_PUNCT"", 'dead_ADJ', 'partner_NOUN', 'that_DET', 'afternoon_NOUN', '._PUNCT']";29;"{'his_DET', 'be_AUX', 'borne_VERB', 'not_PART', '-_PUNCT', ""years'-dead_PROPN"", 'seven_NUM', 'had_AUX', 'that_SCONJ', 'since_SCONJ'}";29;{'years_NOUN', 'be_AUX', 'borne_VERB', 'not_PART', '-_PUNCT', 'seven_NUM', 'had_AUX', 'that_SCONJ'};31;"{""years'-dead_PROPN"", 'since_SCONJ', 'his_DET'}"
222;"['And_CCONJ', 'then_ADV', 'let_VERB', 'any_DET', 'man_NOUN', 'explain_VERB', 'to_ADP', 'me_PRON', ',_PUNCT', 'if_ADP', 'he_PRON', 'can_AUX', ',_PUNCT', 'how_ADV', 'it_PRON', 'happened_VERB', 'that_ADP', 'Scrooge_PROPN', ',_PUNCT', 'having_VERB', 'his_PRON', 'key_NOUN', 'in_ADP', 'the_DET', 'lock_NOUN', 'of_ADP', 'the_DET', 'door_NOUN', ',_PUNCT', 'saw_VERB', 'in_ADP', 'the_DET', 'knocker_NOUN', ',_PUNCT', 'without_ADP', 'its_PRON', 'undergoing_VERB', 'any_DET', 'intermediate_ADJ', 'process_NOUN', 'of_ADP', 'change_NOUN', '--_PUNCT', 'not_ADV', 'a_DET', 'knocker_NOUN', ',_PUNCT', 'but_CCONJ', 'Marley_PROPN', ""'s_PART"", 'face_NOUN', '._PUNCT']";52;{'if_SCONJ', 'can_VERB', 'his_DET', 'not_PART', 'that_SCONJ', 'its_DET'};52;{'if_SCONJ', 'that_SCONJ'};52;{'not_PART', 'can_VERB', 'its_DET', 'his_DET'}
223;"['Marley_PROPN', ""'s_PART"", 'face_NOUN', '._PUNCT']";4;;4;;4;
224;['It_PRON', 'was_VERB', 'not_ADV', 'in_ADP', 'impenetrable_ADJ', 'shadow_NOUN', ',_PUNCT', 'as_ADP', 'the_DET', 'other_ADJ', 'objects_NOUN', 'in_ADP', 'the_DET', 'yard_NOUN', 'were_VERB', ',_PUNCT', 'but_CCONJ', 'had_VERB', 'a_DET', 'dismal_ADJ', 'light_NOUN', 'about_ADP', 'it_PRON', ',_PUNCT', 'like_ADP', 'a_DET', 'bad_ADJ', 'lobster_NOUN', 'in_ADP', 'a_DET', 'dark_ADJ', 'cellar_NOUN', '._PUNCT'];33;{'were_AUX', 'as_SCONJ', 'not_PART', 'was_AUX', 'like_SCONJ', 'had_AUX'};33;{'not_PART', 'were_AUX', 'was_AUX', 'as_SCONJ'};33;{'had_AUX', 'like_SCONJ'}
225;['It_PRON', 'was_VERB', 'not_ADV', 'angry_ADJ', 'or_CCONJ', 'ferocious_ADJ', ',_PUNCT', 'but_CCONJ', 'looked_VERB', 'at_ADP', 'Scrooge_PROPN', 'as_ADP', 'Marley_PROPN', 'used_VERB', 'to_PART', 'look_VERB', ':_PUNCT', 'with_ADP', 'ghostly_ADJ', 'spectacles_NOUN', 'turned_VERB', 'up_ADP', 'on_ADP', 'its_PRON', 'ghostly_ADJ', 'forehead_NOUN', '._PUNCT'];27;{'not_PART', 'was_AUX', 'its_DET', 'as_SCONJ'};27;{'not_PART', 'was_AUX', 'as_SCONJ'};27;{'its_DET'}
226;"['The_DET', 'hair_NOUN', 'was_VERB', 'curiously_ADV', 'stirred_VERB', ',_PUNCT', 'as_ADP', 'if_ADP', 'by_ADP', 'breath_NOUN', 'of_ADP', 'hot_ADJ', 'air_NOUN', ';_PUNCT', 'and_CCONJ', ',_PUNCT', 'though_ADP', 'the_DET', 'eyes_NOUN', 'were_VERB', 'wide_ADV', 'open_ADJ', ',_PUNCT', 'they_PRON', 'were_VERB', 'perfectly_ADV', 'motionless_ADJ', '._PUNCT']";28;{'if_SCONJ', 'were_AUX', 'as_SCONJ', 'was_AUX', 'though_SCONJ'};28;{'if_SCONJ', 'were_AUX', 'as_SCONJ', 'was_AUX', 'though_SCONJ'};28;
227;"['That_DET', ',_PUNCT', 'and_CCONJ', 'its_PRON', 'livid_ADJ', 'colour_NOUN', ',_PUNCT', 'made_VERB', 'it_PRON', 'horrible_ADJ', ';_PUNCT', 'but_CCONJ', 'its_PRON', 'horror_NOUN', 'seemed_VERB', 'to_PART', 'be_VERB', 'in_ADP', 'spite_NOUN', 'of_ADP', 'the_DET', 'face_NOUN', ',_PUNCT', 'and_CCONJ', 'beyond_ADP', 'its_PRON', 'control_NOUN', ',_PUNCT', 'rather_ADV', 'than_ADP', 'a_DET', 'part_NOUN', 'of_ADP', 'its_PRON', 'own_ADJ', 'expression_NOUN', '._PUNCT']";37;{'be_AUX', 'to_ADP', 'than_SCONJ', 'That_SCONJ', 'its_DET'};37;{'s_AUX', 'That_PRON', 'be_AUX'};38;{'to_ADP', 'than_SCONJ', 'its_DET', 'That_SCONJ'}
228;['As_ADP', 'Scrooge_PROPN', 'looked_VERB', 'fixedly_ADV', 'at_ADP', 'this_DET', 'phenomenon_NOUN', ',_PUNCT', 'it_PRON', 'was_VERB', 'a_DET', 'knocker_NOUN', 'again_ADV', '._PUNCT'];14;{'As_SCONJ', 'was_AUX'};14;{'As_SCONJ', 'was_AUX'};14;
229;['To_PART', 'say_VERB', 'that_ADP', 'he_PRON', 'was_VERB', 'not_ADV', 'startled_VERB', ',_PUNCT', 'or_CCONJ', 'that_ADP', 'his_PRON', 'blood_NOUN', 'was_VERB', 'not_ADV', 'conscious_ADJ', 'of_ADP', 'a_DET', 'terrible_ADJ', 'sensation_NOUN', 'to_ADP', 'which_PRON', 'it_PRON', 'had_VERB', 'been_VERB', 'a_DET', 'stranger_NOUN', 'from_ADP', 'infancy_NOUN', ',_PUNCT', 'would_AUX', 'be_VERB', 'untrue_ADJ', '._PUNCT'];33;{'his_DET', 'be_AUX', 'not_PART', 'was_AUX', 'been_AUX', 'to_PART', 'which_DET', 'had_AUX', 'that_SCONJ', 'would_VERB'};33;{'be_AUX', 'not_PART', 'been_AUX', 'was_AUX', 'had_AUX', 'that_SCONJ'};33;{'would_VERB', 'which_DET', 'his_DET', 'to_PART'}
230;['But_CCONJ', 'he_PRON', 'put_VERB', 'his_PRON', 'hand_NOUN', 'upon_ADP', 'the_DET', 'key_NOUN', 'he_PRON', 'had_VERB', 'relinquished_VERB', ',_PUNCT', 'turned_VERB', 'it_PRON', 'sturdily_ADV', ',_PUNCT', 'walked_VERB', 'in_ADP', ',_PUNCT', 'and_CCONJ', 'lighted_VERB', 'his_PRON', 'candle_NOUN', '._PUNCT'];24;{'had_AUX', 'upon_SCONJ', 'in_ADV', 'his_DET'};24;{'had_AUX', 'in_ADV'};24;{'upon_SCONJ', 'his_DET'}
231;"['He_PRON', '__SYM', 'did_VERB', '__SYM', 'pause_VERB', ',_PUNCT', 'with_ADP', 'a_DET', 'moment_NOUN', ""'s_PART"", 'irresolution_NOUN', ',_PUNCT', 'before_ADP', 'he_PRON', 'shut_VERB', 'the_DET', 'door_NOUN', ';_PUNCT', 'and_CCONJ', 'he_PRON', '__SYM', 'did_VERB', '__SYM', 'look_VERB', 'cautiously_ADV', 'behind_ADP', 'it_PRON', 'first_ADV', ',_PUNCT', 'as_ADP', 'if_ADP', 'he_PRON', 'half_ADV', 'expected_VERB', 'to_PART', 'be_VERB', 'terrified_VERB', 'with_ADP', 'the_DET', 'sight_NOUN', 'of_ADP', 'Marley_PROPN', ""'s_PART"", 'pigtail_NOUN', 'sticking_VERB', 'out_ADP', 'into_ADP', 'the_DET', 'hall_NOUN', '._PUNCT']";50;{'half_NOUN', 'if_SCONJ', 'be_AUX', 'as_SCONJ', 'did_AUX', '__PROPN'};50;{'if_SCONJ', '_did_VERB', 'be_AUX', 'as_SCONJ', 'before_SCONJ', '_did__AUX'};47;{'half_NOUN', 'did_AUX', '__PROPN'}
232;"['But_CCONJ', 'there_PRON', 'was_VERB', 'nothing_NOUN', 'on_ADP', 'the_DET', 'back_NOUN', 'of_ADP', 'the_DET', 'door_NOUN', ',_PUNCT', 'except_ADP', 'the_DET', 'screws_NOUN', 'and_CCONJ', 'nuts_NOUN', 'that_PRON', 'held_VERB', 'the_DET', 'knocker_NOUN', 'on_ADP', ',_PUNCT', 'so_ADV', 'he_PRON', 'said_VERB', ',_PUNCT', '""_PUNCT', 'Pooh_INTJ', ',_PUNCT', 'pooh_VERB', '!_PUNCT', '""_PUNCT']";32;{'that_DET', 'was_AUX', 'nothing_PRON', 'except_SCONJ', 'pooh_NOUN'};32;{'pooh_PROPN', 'Pooh_PROPN', 'on_ADV', 'nothing_PRON'};32;{'pooh_NOUN', 'except_SCONJ', 'that_DET', 'was_AUX'}
233;['and_CCONJ', 'closed_VERB', 'it_PRON', 'with_ADP', 'a_DET', 'bang_NOUN', '._PUNCT'];7;;7;;7;
234;['The_DET', 'sound_NOUN', 'resounded_VERB', 'through_ADP', 'the_DET', 'house_NOUN', 'like_ADP', 'thunder_NOUN', '._PUNCT'];9;{'like_SCONJ'};9;;9;{'like_SCONJ'}
235;"['Every_DET', 'room_NOUN', 'above_ADV', ',_PUNCT', 'and_CCONJ', 'every_DET', 'cask_NOUN', 'in_ADP', 'the_DET', 'wine_NOUN', 'merchant_NOUN', ""'s_PART"", 'cellars_NOUN', 'below_ADV', ',_PUNCT', 'appeared_VERB', 'to_PART', 'have_VERB', 'a_DET', 'separate_ADJ', 'peal_NOUN', 'of_ADP', 'echoes_NOUN', 'of_ADP', 'its_PRON', 'own_ADJ', '._PUNCT']";27;{'its_DET', 'have_AUX'};27;;27;{'its_DET', 'have_AUX'}
236;['Scrooge_PROPN', 'was_VERB', 'not_ADV', 'a_DET', 'man_NOUN', 'to_PART', 'be_VERB', 'frightened_VERB', 'by_ADP', 'echoes_NOUN', '._PUNCT'];11;{'not_PART', 'was_AUX', 'be_AUX'};11;{'not_PART', 'was_AUX', 'be_AUX'};11;
237;['He_PRON', 'fastened_VERB', 'the_DET', 'door_NOUN', ',_PUNCT', 'and_CCONJ', 'walked_VERB', 'across_ADP', 'the_DET', 'hall_NOUN', ',_PUNCT', 'and_CCONJ', 'up_ADP', 'the_DET', 'stairs_NOUN', ':_PUNCT', 'slowly_ADV', ',_PUNCT', 'too_ADV', ':_PUNCT', 'trimming_VERB', 'his_PRON', 'candle_NOUN', 'as_ADP', 'he_PRON', 'went_VERB', '._PUNCT'];27;{'his_DET', 'as_SCONJ'};27;{'as_SCONJ'};27;{'his_DET'}
238;"['You_PRON', 'may_AUX', 'talk_VERB', 'vaguely_ADV', 'about_ADP', 'driving_VERB', 'a_DET', 'coach_NOUN', 'and_CCONJ', 'six_NUM', 'up_ADP', 'a_DET', 'good_ADJ', 'old_ADJ', 'flight_NOUN', 'of_ADP', 'stairs_NOUN', ',_PUNCT', 'or_CCONJ', 'through_ADP', 'a_DET', 'bad_ADJ', 'young_ADJ', 'Act_PROPN', 'of_ADP', 'Parliament_PROPN', ';_PUNCT', 'but_CCONJ', 'I_PRON', 'mean_VERB', 'to_PART', 'say_VERB', 'you_PRON', 'might_AUX', 'have_VERB', 'got_VERB', 'a_DET', 'hearse_NOUN', 'up_ADP', 'that_DET', 'staircase_NOUN', ',_PUNCT', 'and_CCONJ', 'taken_VERB', 'it_PRON', 'broadwise_ADV', ',_PUNCT', 'with_ADP', 'the_DET', 'splinter-bar_NOUN', 'towards_ADP', 'the_DET', 'wall_NOUN', ',_PUNCT', 'and_CCONJ', 'the_DET', 'door_NOUN', 'towards_ADP', 'the_DET', 'balustrades_NOUN', ':_PUNCT', 'and_CCONJ', 'done_VERB', 'it_PRON', 'easy_ADV', '._PUNCT']";66;{'may_VERB', 'might_VERB', 'bar_NOUN', '-_PUNCT', 'broadwise_VERB', 'splinter_NOUN', 'have_AUX'};68;{'-_PUNCT', 'bar_NOUN', 'about_SCONJ', 'easy_ADJ', 'splinter_NOUN', 'have_AUX'};68;{'broadwise_VERB', 'may_VERB', 'might_VERB'}
239;"['There_PRON', 'was_VERB', 'plenty_NOUN', 'of_ADP', 'width_NOUN', 'for_ADP', 'that_DET', ',_PUNCT', 'and_CCONJ', 'room_NOUN', 'to_PART', 'spare_VERB', ';_PUNCT', 'which_PRON', 'is_VERB', 'perhaps_ADV', 'the_DET', 'reason_NOUN', 'why_ADV', 'Scrooge_PROPN', 'thought_VERB', 'he_PRON', 'saw_VERB', 'a_DET', 'locomotive_NOUN', 'hearse_NOUN', 'going_VERB', 'on_ADP', 'before_ADP', 'him_PRON', 'in_ADP', 'the_DET', 'gloom_NOUN', '._PUNCT']";34;{'is_AUX', 'locomotive_ADJ', 'was_AUX', 'which_DET'};34;{'is_AUX', 'that_PRON', 'on_ADV'};34;{'locomotive_ADJ', 'was_AUX', 'which_DET'}
240;"['Half-a-dozen_ADJ', 'gas-lamps_NOUN', 'out_ADP', 'of_ADP', 'the_DET', 'street_NOUN', 'would_AUX', ""n't_ADV"", 'have_VERB', 'lighted_VERB', 'the_DET', 'entry_NOUN', 'too_ADV', 'well_ADV', ',_PUNCT', 'so_ADV', 'you_PRON', 'may_AUX', 'suppose_VERB', 'that_ADP', 'it_PRON', 'was_VERB', 'pretty_ADV', 'dark_ADJ', 'with_ADP', 'Scrooge_PROPN', ""'s_PART"", 'dip_NOUN', '._PUNCT']";29;"{'a_DET', 'may_VERB', 'lamps_NOUN', 'dozen_NOUN', '-_PUNCT', ""n't_PART"", 'was_AUX', 'gas_NOUN', 'Half_ADJ', 'would_VERB', 'that_SCONJ', 'out_SCONJ', 'have_AUX'}";35;"{'a_DET', 'lamps_NOUN', '-_PUNCT', ""n't_PART"", 'was_AUX', 'dozen_NUM', 'gas_NOUN', 'Half_NOUN', 'that_SCONJ', 'have_AUX'}";35;{'may_VERB', 'dozen_NOUN', 'Half_ADJ', 'would_VERB', 'out_SCONJ'}
241;['Up_ADP', 'Scrooge_PROPN', 'went_VERB', ',_PUNCT', 'not_ADV', 'caring_VERB', 'a_DET', 'button_NOUN', 'for_ADP', 'that_DET', '._PUNCT'];11;{'not_PART'};11;{'that_PRON'};11;{'not_PART'}
242;['Darkness_NOUN', 'is_VERB', 'cheap_ADJ', ',_PUNCT', 'and_CCONJ', 'Scrooge_PROPN', 'liked_VERB', 'it_PRON', '._PUNCT'];9;{'is_AUX'};9;{'is_AUX'};9;
243;['But_CCONJ', ',_PUNCT', 'before_ADP', 'he_PRON', 'shut_VERB', 'his_PRON', 'heavy_ADJ', 'door_NOUN', ',_PUNCT', 'he_PRON', 'walked_VERB', 'through_ADP', 'his_PRON', 'rooms_NOUN', 'to_PART', 'see_VERB', 'that_ADP', 'all_DET', 'was_VERB', 'right_ADJ', '._PUNCT'];21;{'that_SCONJ', 'was_AUX', 'his_DET'};21;{'that_SCONJ', 'was_AUX', 'before_SCONJ'};21;{'his_DET'}
244;['He_PRON', 'had_VERB', 'just_ADV', 'enough_ADJ', 'recollection_NOUN', 'of_ADP', 'the_DET', 'face_NOUN', 'to_PART', 'desire_VERB', 'to_PART', 'do_VERB', 'that_DET', '._PUNCT'];14;{'do_AUX', 'had_AUX'};14;{'to_ADP', 'that_PRON'};14;{'do_AUX', 'had_AUX'}
245;['Sitting-room_NOUN', ',_PUNCT', 'bedroom_NOUN', ',_PUNCT', 'lumber-room_NOUN', '._PUNCT'];6;{'room_NOUN', 'Sitting_VERB', '-_PUNCT', 'lumber_NOUN'};10;{'room_NOUN', 'Sitting_NOUN', 'lumber_NOUN', '-_PUNCT'};10;{'Sitting_VERB'}
246;['All_DET', 'as_ADP', 'they_PRON', 'should_AUX', 'be_VERB', '._PUNCT'];6;{'should_VERB', 'be_AUX', 'as_SCONJ'};6;{'be_AUX', 'as_SCONJ'};6;{'should_VERB'}
247;"['Nobody_NOUN', 'under_ADP', 'the_DET', 'table_NOUN', ',_PUNCT', 'nobody_NOUN', 'under_ADP', 'the_DET', 'sofa_NOUN', ';_PUNCT', 'a_DET', 'small_ADJ', 'fire_NOUN', 'in_ADP', 'the_DET', 'grate_NOUN', ';_PUNCT', 'spoon_NOUN', 'and_CCONJ', 'basin_NOUN', 'ready_ADJ', ';_PUNCT', 'and_CCONJ', 'the_DET', 'little_ADJ', 'saucepan_NOUN', 'of_ADP', 'gruel_NOUN', '(_PUNCT', 'Scrooge_PROPN', 'had_VERB', 'a_DET', 'cold_NOUN', 'in_ADP', 'his_PRON', 'head_NOUN', ')_PUNCT', 'upon_ADP', 'the_DET', 'hob_NOUN', '._PUNCT']";41;{'his_DET', 'gruel_PROPN', 'upon_SCONJ', 'Nobody_PRON', 'had_AUX', 'nobody_PRON'};41;{'cold_ADJ', 'Nobody_PRON', 'nobody_PRON'};41;{'gruel_PROPN', 'upon_SCONJ', 'had_AUX', 'his_DET'}
248;"['Nobody_NOUN', 'under_ADP', 'the_DET', 'bed_NOUN', ';_PUNCT', 'nobody_NOUN', 'in_ADP', 'the_DET', 'closet_NOUN', ';_PUNCT', 'nobody_NOUN', 'in_ADP', 'his_PRON', 'dressing-gown_NOUN', ',_PUNCT', 'which_PRON', 'was_VERB', 'hanging_VERB', 'up_ADP', 'in_ADP', 'a_DET', 'suspicious_ADJ', 'attitude_NOUN', 'against_ADP', 'the_DET', 'wall_NOUN', '._PUNCT']";27;{'his_DET', '-_PUNCT', 'was_AUX', 'gown_NOUN', 'dressing_NOUN', 'Nobody_PRON', 'which_DET', 'nobody_PRON'};29;{'-_PUNCT', 'was_AUX', 'gown_NOUN', 'dressing_NOUN', 'Nobody_PRON', 'nobody_PRON'};29;{'his_DET', 'which_DET'}
249;['Lumber-room_NOUN', 'as_ADP', 'usual_ADJ', '._PUNCT'];4;{'room_NOUN', '-_PUNCT', 'Lumber_PROPN', 'as_SCONJ'};6;{'room_NOUN', 'Lumber_NOUN', '-_PUNCT'};6;{'Lumber_PROPN', 'as_SCONJ'}
250;['Old_ADJ', 'fire-guard_NOUN', ',_PUNCT', 'old_ADJ', 'shoes_NOUN', ',_PUNCT', 'two_NUM', 'fish_NOUN', 'baskets_NOUN', ',_PUNCT', 'washing-stand_NOUN', 'on_ADP', 'three_NUM', 'legs_NOUN', ',_PUNCT', 'and_CCONJ', 'a_DET', 'poker_NOUN', '._PUNCT'];19;{'washing_NOUN', 'stand_NOUN', '-_PUNCT', 'guard_NOUN', 'fire_NOUN'};23;{'washing_NOUN', '-_PUNCT', 'guard_NOUN', 'stand_VERB', 'fire_NOUN'};23;{'stand_NOUN'}
251;"['Quite_ADV', 'satisfied_ADJ', ',_PUNCT', 'he_PRON', 'closed_VERB', 'his_PRON', 'door_NOUN', ',_PUNCT', 'and_CCONJ', 'locked_VERB', 'himself_PRON', 'in_ADP', ';_PUNCT', 'double_ADV', 'locked_VERB', 'himself_PRON', 'in_ADP', ',_PUNCT', 'which_PRON', 'was_VERB', 'not_ADV', 'his_PRON', 'custom_NOUN', '._PUNCT']";24;{'his_DET', 'not_PART', 'was_AUX', 'double_ADJ', 'which_DET'};24;{'not_PART', 'was_AUX', 'in_ADV'};24;{'double_ADJ', 'his_DET', 'which_DET'}
252;"['Thus_ADV', 'secured_VERB', 'against_ADP', 'surprise_NOUN', ',_PUNCT', 'he_PRON', 'took_VERB', 'off_ADP', 'his_PRON', 'cravat_NOUN', ';_PUNCT', 'put_VERB', 'on_ADP', 'his_PRON', 'dressing-gown_NOUN', 'and_CCONJ', 'slippers_NOUN', ',_PUNCT', 'and_CCONJ', 'his_PRON', 'nightcap_NOUN', ';_PUNCT', 'and_CCONJ', 'sat_VERB', 'down_ADP', 'before_ADP', 'the_DET', 'fire_NOUN', 'to_PART', 'take_VERB', 'his_PRON', 'gruel_NOUN', '._PUNCT']";33;{'gown_NOUN', '-_PUNCT', 'dressing_NOUN', 'his_DET'};35;{'gown_NOUN', '-_PUNCT', 'dressing_NOUN', 'down_ADV'};35;{'his_DET'}
253;"['It_PRON', 'was_VERB', 'a_DET', 'very_ADV', 'low_ADJ', 'fire_NOUN', 'indeed_ADV', ';_PUNCT', 'nothing_NOUN', 'on_ADP', 'such_DET', 'a_DET', 'bitter_ADJ', 'night_NOUN', '._PUNCT']";15;{'nothing_PRON', 'was_AUX'};15;{'nothing_PRON', 'was_AUX'};15;
254;['He_PRON', 'was_VERB', 'obliged_VERB', 'to_PART', 'sit_VERB', 'close_ADV', 'to_ADP', 'it_PRON', ',_PUNCT', 'and_CCONJ', 'brood_VERB', 'over_ADP', 'it_PRON', ',_PUNCT', 'before_ADP', 'he_PRON', 'could_AUX', 'extract_VERB', 'the_DET', 'least_ADJ', 'sensation_NOUN', 'of_ADP', 'warmth_NOUN', 'from_ADP', 'such_DET', 'a_DET', 'handful_NOUN', 'of_ADP', 'fuel_NOUN', '._PUNCT'];30;{'could_VERB', 'brood_NOUN', 'was_AUX'};30;{'was_AUX', 'before_SCONJ'};30;{'could_VERB', 'brood_NOUN'}
255;['The_DET', 'fire-place_NOUN', 'was_VERB', 'an_DET', 'old_ADJ', 'one_NOUN', ',_PUNCT', 'built_VERB', 'by_ADP', 'some_DET', 'Dutch_ADJ', 'merchant_NOUN', 'long_ADV', 'ago_ADV', ',_PUNCT', 'and_CCONJ', 'paved_VERB', 'all_DET', 'round_NOUN', 'with_ADP', 'quaint_ADJ', 'Dutch_ADJ', 'tiles_NOUN', ',_PUNCT', 'designed_VERB', 'to_PART', 'illustrate_VERB', 'the_DET', 'Scriptures_PROPN', '._PUNCT'];30;{'Scriptures_NOUN', 'place_NOUN', 'round_ADJ', 'one_NUM', '-_PUNCT', 'was_AUX', 'fire_NOUN', 'quaint_NOUN'};32;{'Scriptures_NOUN', 'place_NOUN', '-_PUNCT', 'was_AUX', 'round_ADV', 'fire_NOUN'};32;{'quaint_NOUN', 'one_NUM', 'round_ADJ'}
256;"['There_PRON', 'were_VERB', 'Cains_PROPN', 'and_CCONJ', 'Abels_PROPN', ',_PUNCT', 'Pharaoh_PROPN', ""'s_PART"", 'daughters_NOUN', ',_PUNCT', 'Queens_PROPN', 'of_ADP', 'Sheba_PROPN', ',_PUNCT', 'Angelic_ADJ', 'messengers_NOUN', 'descending_VERB', 'through_ADP', 'the_DET', 'air_NOUN', 'on_ADP', 'clouds_NOUN', 'like_ADP', 'feather_NOUN', 'beds_NOUN', ',_PUNCT', 'Abrahams_PROPN', ',_PUNCT', 'Belshazzars_PROPN', ',_PUNCT', 'Apostles_PROPN', 'putting_VERB', 'off_ADP', 'to_ADP', 'sea_NOUN', 'in_ADP', 'butter-boats_NOUN', ',_PUNCT', 'hundreds_NOUN', 'of_ADP', 'figures_NOUN', 'to_PART', 'attract_VERB', 'his_PRON', 'thoughts_NOUN', ';_PUNCT', 'and_CCONJ', 'yet_ADV', 'that_DET', 'face_NOUN', 'of_ADP', 'Marley_PROPN', ',_PUNCT', 'seven_NUM', 'years_NOUN', 'dead_ADJ', ',_PUNCT', 'came_VERB', 'like_ADP', 'the_DET', 'ancient_ADJ', 'Prophet_PROPN', ""'s_PART"", 'rod_NOUN', ',_PUNCT', 'and_CCONJ', 'swallowed_VERB', 'up_ADP', 'the_DET', 'whole_NOUN', '._PUNCT']";71;{'Apostles_NOUN', 'were_AUX', 'his_DET', '-_PUNCT', 'like_SCONJ', 'boats_NOUN', 'that_SCONJ', 'butter_NOUN'};73;{'whole_ADJ', '-_PUNCT', 'boats_NOUN', 'yet_CCONJ', 'butter_NOUN'};73;{'Apostles_NOUN', 'were_AUX', 'his_DET', 'like_SCONJ', 'that_SCONJ'}
257;"['If_ADP', 'each_DET', 'smooth_ADJ', 'tile_NOUN', 'had_VERB', 'been_VERB', 'a_DET', 'blank_NOUN', 'at_ADP', 'first_ADV', ',_PUNCT', 'with_ADP', 'power_NOUN', 'to_PART', 'shape_VERB', 'some_DET', 'picture_NOUN', 'on_ADP', 'its_PRON', 'surface_NOUN', 'from_ADP', 'the_DET', 'disjointed_ADJ', 'fragments_NOUN', 'of_ADP', 'his_PRON', 'thoughts_NOUN', ',_PUNCT', 'there_PRON', 'would_AUX', 'have_VERB', 'been_VERB', 'a_DET', 'copy_NOUN', 'of_ADP', 'old_ADJ', 'Marley_PROPN', ""'s_PART"", 'head_NOUN', 'on_ADP', 'every_DET', 'one_NOUN', '._PUNCT']";43;{'disjointed_VERB', 'his_DET', 'If_SCONJ', 'been_AUX', 'blank_ADJ', 'would_VERB', 'had_AUX', 'its_DET', 'have_AUX'};43;{'at_ADV', 'been_AUX', 'If_SCONJ', 'had_AUX', 'have_AUX'};43;{'disjointed_VERB', 'his_DET', 'blank_ADJ', 'would_VERB', 'its_DET'}
258;"['""_PUNCT', 'Humbug_PROPN', '!_PUNCT', '""_PUNCT']";4;;4;;4;
